EVENT,SEQ,FATAL
20141202X73240,Maneuvering-low-alt flying - Flight control sys malf/fail,1
20141218X22841,Unknown - Unknown or undetermined,1
20141218X31405,Unknown - Unknown or undetermined,1
20141219X60358,Other - Unknown or undetermined,1
20141224X71626,Maneuvering - VFR encounter with IMC,1
20150101X13628,Enroute-cruise - VFR encounter with IMC,1
20150101X13628,Enroute-descent - Collision with terr/obj (non-CFIT),1
20150101X13628,Enroute-descent - VFR encounter with IMC,1
20150101X15630,Enroute - Controlled flight into terr/obj (CFIT),1
20150101X15630,Enroute - VFR encounter with IMC,1
20150105X13814,Maneuvering - Unknown or undetermined,1
20150116X15725,Maneuvering-low-alt flying - Aerodynamic stall/spin,1
20150116X15725,Maneuvering-low-alt flying - Loss of control in flight,1
20150116X15725,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20150121X24545,Enroute-cruise - Loss of control in flight,1
20150122X11026,Maneuvering - Loss of control in flight,1
20150122X11026,Post-impact - Fire/smoke (post-impact),1
20150122X11026,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20150122X11026,Uncontrolled descent - Part(s) separation from AC,1
20150122X44743,Initial climb - Loss of engine power (total),1
20150128X02848,Autorotation - Inflight upset,1
20150211X81517,Emergency descent - Loss of engine power (total),1
20150217X95046,Unknown - Unknown or undetermined,1
20150220X12448,Maneuvering - Unknown or undetermined,1
20150220X45640,Maneuvering - Unknown or undetermined,1
20150225X32229,Uncontrolled descent - Unknown or undetermined,1
20150302X52133,Enroute-cruise - Miscellaneous/other,1
20150308X14509,Maneuvering-low-alt flying - Loss of control in flight,1
20150308X14509,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20150324X45521,Enroute-climb to cruise - Loss of engine power (total),1
20150327X35752,Takeoff - Aerodynamic stall/spin,1
20150327X35752,Takeoff - Loss of control in flight,1
20150327X35752,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20150330X64758,Initial climb - Aerodynamic stall/spin,1
20150330X64758,Initial climb - Loss of control in flight,1
20150330X64758,Post-impact - Fire/smoke (post-impact),1
20150330X64758,Takeoff - Loss of engine power (partial),1
20150330X64758,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20150330X73700,Autorotation - Collision with terr/obj (non-CFIT),1
20150330X73700,Maneuvering-low-alt flying - Loss of engine power (total),1
20150330X73700,Post-impact - Fire/smoke (post-impact),1
20150401X34528,Initial climb - Controlled flight into terr/obj (CFIT),1
20150401X34528,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20150407X40208,Maneuvering - Loss of control in flight,1
20150408X74523,Enroute - Part(s) separation from AC,1
20150427X00955,Enroute-climb to cruise - Unknown or undetermined,1
20150505X25146,Approach - Unknown or undetermined,1
20150506X00130,Maneuvering-low-alt flying - Aerodynamic stall/spin,1
20150508X05509,Initial climb - Attempted remediation/recovery,1
20150508X05509,Landing - Loss of control in flight,1
20150508X05509,Prior to flight - Aircraft maintenance event,1
20150508X05509,Prior to flight - Sys/Comp malf/fail (non-power),1
20150508X05509,Takeoff - Loss of control in flight,1
20150508X05509,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20150515X44807,Maneuvering-low-alt flying - Low altitude operation/event,1
20150519X32600,Enroute-cruise - Loss of control in flight,1
20150519X32600,Enroute-cruise - Other weather encounter,1
20150519X32600,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20150602X70621,Maneuvering - Aerodynamic stall/spin,1
20150602X70621,Maneuvering - Loss of control in flight,1
20150602X70621,Takeoff - Loss of engine power (partial),1
20150602X70621,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20150605X23711,Enroute-cruise - Controlled flight into terr/obj (CFIT),1
20150605X24005,Maneuvering-low-alt flying - Loss of control in flight,1
20150608X15812,Maneuvering - Loss of control in flight,1
20150609X35832,Enroute-cruise - Controlled flight into terr/obj (CFIT),1
20150629X02840,Unknown - Unknown or undetermined,1
20150630X50136,Unknown - Midair collision,1
20150701X20227,Maneuvering-low-alt flying - Collision with terr/obj (non-CFIT),1
20150701X20227,Maneuvering-low-alt flying - Low altitude operation/event,1
20150701X23218,Initial climb - Aerodynamic stall/spin,1
20150701X23218,Initial climb - Loss of control in flight,1
20150701X23218,Initial climb - Loss of engine power (total),1
20150701X23218,Post-impact - Fire/smoke (post-impact),1
20150701X23218,Prior to flight - Aircraft inspection event,1
20150701X23218,Prior to flight - Fuel contamination,1
20150701X23218,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20150702X24434,Approach-VFR pattern downwind - Sys/Comp malf/fail (non-power),1
20150702X24434,Emergency descent - Off-field or emergency landing,1
20150702X24434,Landing-flare/touchdown - Hard landing,1
20150704X65647,Maneuvering-low-alt flying - Loss of control in flight,1
20150707X22207,Approach - Midair collision,1
20150707X22207,Approach - Midair collision,1
20150707X22207,Enroute-climb to cruise - Midair collision,1
20150707X22207,Enroute-climb to cruise - Midair collision,1
20150709X35336,Enroute-cruise - Unknown or undetermined,1
20150714X62513,Enroute-cruise - Controlled flight into terr/obj (CFIT),1
20150714X62513,Enroute-cruise - Loss of visual reference,1
20150714X62513,Enroute-cruise - VFR encounter with IMC,1
20150714X65632,Maneuvering - Loss of engine power (total),1
20150715X13850,Maneuvering-hover - Unknown or undetermined,1
20150716X91546,Enroute-cruise - Controlled flight into terr/obj (CFIT),1
20150716X91546,Enroute-cruise - VFR encounter with IMC,1
20150721X22557,Maneuvering-low-alt flying - Loss of control in flight,1
20150721X22557,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20150726X63030,Enroute-cruise - Loss of control in flight,1
20150726X63030,Enroute-cruise - Loss of engine power (total),1
20150726X63030,Prior to flight - Aircraft maintenance event,1
20150726X63030,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20150729X12539,Landing-aborted after touchdown - Abnormal runway contact,1
20150729X33718,Approach - Loss of control in flight,1
20150807X41741,Enroute-cruise - Fire/smoke (non-impact),1
20150807X84646,Enroute-descent - Ditching,1
20150807X84646,Enroute-descent - Loss of engine power (total),1
20150811X02029,Enroute - Controlled flight into terr/obj (CFIT),1
20150812X10354,Takeoff - Loss of engine power (partial),1
20150814X43648,Enroute-climb to cruise - Loss of control in flight,1
20150814X43648,Maneuvering-low-alt flying - Collision with terr/obj (non-CFIT),1
20150817X20533,Initial climb - Loss of control in flight,1
20150820X12626,Enroute-cruise - Collision with terr/obj (non-CFIT),1
20150820X12626,Enroute-cruise - Loss of visual reference,1
20150820X12626,Enroute-cruise - Other weather encounter,1
20150824X42658,Maneuvering-low-alt flying - Low altitude operation/event,1
20150824X42658,Maneuvering-low-alt flying - Powerplant sys/comp malf/fail,1
20150824X42658,Post-impact - Fire/smoke (post-impact),1
20150830X20542,Initial climb - Low altitude operation/event,1
20150831X81133,Maneuvering - Loss of control in flight,1
20150902X51516,Maneuvering-aerobatics - Collision with terr/obj (non-CFIT),1
20150902X51516,Maneuvering-aerobatics - Low altitude operation/event,1
20150903X33216,Initial climb - Loss of engine power (total),1
20150907X41113,Approach - Aerodynamic stall/spin,1
20150907X41113,Emergency descent - Aerodynamic stall/spin,1
20150907X41113,Initial climb - Unknown or undetermined,1
20150914X84957,Unknown - Unknown or undetermined,1
20150921X90452,Maneuvering - Aerodynamic stall/spin,1
20150921X90452,Maneuvering - Loss of engine power (total),1
20150921X90452,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20150924X63632,Enroute - Loss of engine power (total),1
20150925X72014,Emergency descent - Collision with terr/obj (non-CFIT),1
20150925X72014,Maneuvering-low-alt flying - Loss of engine power (total),1
20150925X85602,Initial climb - Loss of control in flight,1
20151005X10531,Other - Unknown or undetermined,1
20151005X12529,Takeoff - Unknown or undetermined,1
20151005X93607,Maneuvering - Loss of control in flight,1
20151010X62028,Enroute - Windshear or thunderstorm,1
20151011X04515,Enroute-climb to cruise - Collision with terr/obj (non-CFIT),1
20151011X04515,Enroute-climb to cruise - Loss of control in flight,1
20151011X04515,Enroute-climb to cruise - Turbulence encounter,1
20151013X15100,Unknown - Unknown or undetermined,1
20151013X50647,Approach - Collision with terr/obj (non-CFIT),1
20151013X50647,Approach - Fuel starvation,1
20151013X50647,Approach - Loss of control in flight,1
20151013X50647,Approach - Windshear or thunderstorm,1
20151013X85705,Approach-VFR pattern final - Aerodynamic stall/spin,1
20151015X00706,Initial climb - Loss of control in flight,1
20151015X00706,Initial climb - Loss of engine power (total),1
20151015X00706,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20151017X04139,Enroute-climb to cruise - Loss of control in flight,1
20151017X31031,Maneuvering-low-alt flying - Loss of control in flight,1
20151026X40459,Enroute-cruise - Controlled flight into terr/obj (CFIT),1
20151102X21817,Takeoff - Unknown or undetermined,1
20151102X93015,Maneuvering - Loss of control in flight,1
20151109X81718,Approach-circling (IFR) - Loss of control in flight,1
20151117X63538,Maneuvering - Loss of control in flight,1
20151118X05037,Landing-flare/touchdown - Loss of control in flight,1
20151120X34159,Approach-IFR final approach - Loss of control in flight,1
20151120X34159,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20151123X43041,Initial climb - Loss of control in flight,1
20151123X80926,Maneuvering-low-alt flying - Unknown or undetermined,1
20151124X33852,Unknown - Unknown or undetermined,1
20151124X35420,Maneuvering - Loss of control in flight,1
20151206X05007,Enroute-climb to cruise - Miscellaneous/other,1
20151207X34230,Approach - VFR encounter with IMC,1
20151207X34230,Maneuvering - Controlled flight into terr/obj (CFIT),1
20151210X74548,Enroute - Aircraft structural failure,1
20151216X13718,Maneuvering-low-alt flying - Low altitude operation/event,1
20151218X21206,Enroute-cruise - VFR encounter with IMC,1
20151230X03802,Unknown - Unknown or undetermined,1
20160104X35410,Maneuvering - Controlled flight into terr/obj (CFIT),1
20160107X90951,Approach-VFR go-around - Controlled flight into terr/obj (CFIT),1
20160108X01550,Enroute-cruise - Unknown or undetermined,1
20160113X35538,Unknown - Unknown or undetermined,1
20160118X53003,Enroute-climb to cruise - Flight instrument malf/fail,1
20160128X25329,Approach-IFR final approach - Miscellaneous/other,1
20160205X52131,Uncontrolled descent - Unknown or undetermined,1
20160210X12541,Maneuvering-low-alt flying - Abrupt maneuver,1
20160210X12541,Maneuvering-low-alt flying - Aerodynamic stall/spin,1
20160210X12541,Maneuvering-low-alt flying - Loss of control in flight,1
20160210X12541,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20160301X10758,Takeoff - Loss of control in flight,1
20160302X14248,Enroute-cruise - Loss of control in flight,1
20160311X11659,Approach-VFR pattern crosswind - Aerodynamic stall/spin,1
20160312X04625,Emergency descent - Loss of control in flight,1
20160318X22506,Initial climb - Abrupt maneuver,1
20160325X80001,Enroute-cruise - Unknown or undetermined,1
20160404X85004,Enroute-cruise - Miscellaneous/other,1
20160410X94134,Maneuvering - Loss of control in flight,1
20160418X04320,Takeoff - Loss of control in flight,1
20160418X82142,Enroute - Unknown or undetermined,1
20160419X41829,Approach-VFR pattern final - Loss of control in flight,1
20160420X12955,Approach-VFR pattern base - Unknown or undetermined,1
20160430X20726,Maneuvering-low-alt flying - Unknown or undetermined,1
20160510X84541,Initial climb - Loss of control in flight,1
20160511X40514,Maneuvering - Controlled flight into terr/obj (CFIT),1
20160518X05644,Maneuvering-low-alt flying - Loss of control in flight,1
20160524X81845,Enroute - Loss of control in flight,1
20160528X01400,Maneuvering - Loss of engine power (total),1
20160531X75222,Unknown - Unknown or undetermined,1
20160610X10917,Takeoff - Loss of engine power (partial),1
20160613X11613,Initial climb - Controlled flight into terr/obj (CFIT),1
20160616X04226,Approach-IFR final approach - Controlled flight into terr/obj (CFIT),1
20160620X94756,Landing - Unknown or undetermined,1
20160624X83720,Enroute-cruise - Mast bumping,1
20160704X55622,Maneuvering - Controlled flight into terr/obj (CFIT),1
20160706X42741,Maneuvering - Unknown or undetermined,1
20160707X25150,Initial climb - Unknown or undetermined,1
20160707X61650,Landing - Loss of control in flight,1
20160708X93054,Enroute - Controlled flight into terr/obj (CFIT),1
20160711X90022,Takeoff - Loss of engine power (total),1
20160718X25334,Approach-VFR pattern base - Aerodynamic stall/spin,1
20160718X25334,Approach-VFR pattern base - Loss of control in flight,1
20160718X25334,Approach-VFR pattern base - Loss of engine power (total),1
20160718X25334,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20160720X92054,Unknown - Controlled flight into terr/obj (CFIT),1
20160721X13557,Maneuvering-aerobatics - Loss of control in flight,1
20160722X63338,Enroute-cruise - Loss of control in flight,1
20160724X73215,Maneuvering - Aerodynamic stall/spin,1
20160808X23924,Enroute-climb to cruise - Aerodynamic stall/spin,1
20160811X35334,Enroute - Controlled flight into terr/obj (CFIT),1
20160824X03156,Initial climb - Loss of engine power (total),1
20160824X81825,Maneuvering - Miscellaneous/other,1
20160828X85113,Approach-VFR pattern final - Loss of control in flight,1
20160829X35843,Approach - Controlled flight into terr/obj (CFIT),1
20160830X24345,Approach-VFR pattern final - Loss of control in flight,1
20160902X31547,Unknown - Loss of control in flight,1
20160903X32500,Maneuvering-low-alt flying - Aerodynamic stall/spin,1
20160903X33607,Enroute-cruise - VFR encounter with IMC,1
20160907X02048,Unknown - Unknown or undetermined,1
20160907X40243,Enroute-cruise - Low altitude operation/event,1
20160914X13549,Maneuvering-low-alt flying - Loss of control in flight,1
20160916X90101,Maneuvering - Loss of control in flight,1
20160918X35758,Initial climb - Midair collision,1
20160919X13211,Approach-VFR pattern final - Unknown or undetermined,1
20160920X15124,Takeoff - Loss of control in flight,1
20160922X12126,Maneuvering-aerobatics - Loss of control in flight,1
20160926X05905,Initial climb - Aerodynamic stall/spin,1
20160926X13904,Unknown - Unknown or undetermined,1
20160928X13820,Initial climb - Loss of control in flight,1
20161006X22914,Enroute - Flight control sys malf/fail,1
20161016X94347,Maneuvering-low-alt flying - Loss of control in flight,1
20161019X10455,Maneuvering - Controlled flight into terr/obj (CFIT),1
20161022X83618,Initial climb - Unknown or undetermined,1
20161025X71815,Enroute-descent - Unknown or undetermined,1
20161102X15431,Unknown - Unknown or undetermined,1
20161109X11027,Maneuvering-low-alt flying - Aircraft structural failure,1
20161116X00108,Approach-VFR pattern final - Controlled flight into terr/obj (CFIT),1
20161117X33619,Initial climb - Part(s) separation from AC,1
20161119X82656,Initial climb - Unknown or undetermined,1
20161212X22111,Other - Controlled flight into terr/obj (CFIT),1
20161216X23127,Enroute - Miscellaneous/other,1
20161226X80840,Initial climb - Loss of control in flight,1
20161227X85755,Approach-IFR final approach - Loss of control in flight,1
20170105X41106,Maneuvering-low-alt flying - Loss of engine power (partial),1
20170117X64906,Takeoff - Loss of engine power (total),1
20170122X64422,Maneuvering-aerobatics - Loss of control in flight,1
20170123X71328,Initial climb - Loss of control in flight,1
20170125X40013,Unknown - Unknown or undetermined,1
20170125X44143,Unknown - Unknown or undetermined,1
20080117X00067,Approach-IFR final approach - Controlled flight into terr/obj (CFIT),1
20080122X00085,Initial climb - Loss of control in flight,1
20080123X00098,Enroute-cruise - Loss of control in flight,1
20080123X00098,Uncontrolled descent - Aircraft structural failure,1
20080128X00111,Approach-IFR initial approach - Loss of control in flight,1
20080128X00111,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080128X00111,Uncontrolled descent - Loss of visual reference,1
20080129X00119,Initial climb - Aircraft structural failure,1
20080129X00119,Initial climb - Attempted remediation/recovery,1
20080129X00119,Initial climb - Flight instrument malf/fail,1
20080129X00119,Initial climb - Loss of control in flight,1
20080201X00130,Enroute-cruise - Controlled flight into terr/obj (CFIT),1
20080207X00150,Maneuvering-aerobatics - Loss of control in flight,1
20080207X00150,Maneuvering-aerobatics - Low altitude operation/event,1
20080211X00171,Maneuvering-low-alt flying - Collision with terr/obj (non-CFIT),1
20080220X00215,Enroute-cruise - Flight control sys malf/fail,1
20080220X00215,Enroute-cruise - Loss of control in flight,1
20080220X00215,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080221X00223,Emergency descent - Collision with terr/obj (non-CFIT),1
20080221X00223,Enroute-cruise - Loss of engine power (total),1
20080221X00223,Enroute-cruise - Sys/Comp malf/fail (non-power),1
20080221X00223,Prior to flight - Aircraft maintenance event,1
20080222X00228,Approach-IFR missed approach - Controlled flight into terr/obj (CFIT),1
20080222X00232,Maneuvering-low-alt flying - Loss of control in flight,1
20080222X00232,Maneuvering-low-alt flying - Low altitude operation/event,1
20080222X00232,Maneuvering-low-alt flying - VFR encounter with IMC,1
20080222X00232,Prior to flight - Preflight or dispatch event,1
20080222X00232,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080227X00237,Emergency descent - Ditching,1
20080227X00237,Enroute-cruise - Loss of engine power (total),1
20080227X00238,Emergency descent - Ditching,1
20080227X00238,Enroute-cruise - Structural icing,1
20080227X00238,Enroute-descent - Loss of engine power (total),1
20080306X00281,Maneuvering - Aerodynamic stall/spin,1
20080306X00281,Maneuvering - Loss of control in flight,1
20080306X00281,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080311X00294,Maneuvering - Collision with terr/obj (non-CFIT),1
20080321X00357,Enroute-cruise - Loss of control in flight,1
20080321X00357,Enroute-cruise - Loss of engine power (partial),1
20080321X00357,Enroute-cruise - Part(s) separation from AC,1
20080321X00357,Post-impact - Fire/smoke (post-impact),1
20080321X00357,Uncontrolled descent - Aircraft structural failure,1
20080321X00357,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080324X00369,Approach-VFR pattern final - Aerodynamic stall/spin,1
20080403X00419,Initial climb - Loss of control in flight,1
20080403X00419,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080414X00469,Standing-engine(s) operating - Cabin safety event,1
20080414X00469,Unknown - Sys/Comp malf/fail (non-power),1
20080416X00496,Enroute-cruise - Controlled flight into terr/obj (CFIT),1
20080417X00505,Initial climb - Loss of control in flight,1
20080417X00505,Post-impact - Fire/smoke (post-impact),1
20080417X00505,Prior to flight - Miscellaneous/other,1
20080417X00505,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080421X00519,Enroute-cruise - Aircraft structural failure,1
20080423X00534,Maneuvering-low-alt flying - Loss of control in flight,1
20080423X00534,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080425X00546,Maneuvering-aerobatics - Loss of control in flight,1
20080425X00546,Maneuvering-aerobatics - Loss of visual reference,1
20080428X00558,Maneuvering - Loss of control in flight,1
20080428X00558,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080429X00563,Initial climb - Loss of engine power (total),1
20080430X00568,Maneuvering-low-alt flying - Aerodynamic stall/spin,1
20080430X00568,Maneuvering-low-alt flying - Simulated/training event,1
20080430X00568,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080501X00577,Maneuvering - Loss of control in flight,1
20080501X00577,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080505X00592,Post-impact - Fire/smoke (post-impact),1
20080505X00592,Takeoff - Collision during takeoff/land,1
20080512X00649,Unknown - Controlled flight into terr/obj (CFIT),1
20080513X00658,Enroute-cruise - Loss of control in flight,1
20080513X00658,Enroute-cruise - Loss of engine power (partial),1
20080513X00658,Enroute-cruise - Structural icing,1
20080513X00661,Approach - Aerodynamic stall/spin,1
20080513X00661,Approach - Collision with terr/obj (non-CFIT),1
20080515X00672,Emergency descent - Aerodynamic stall/spin,1
20080515X00672,Initial climb - Loss of engine power (total),1
20080515X00672,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080521X00705,Maneuvering-low-alt flying - Aerodynamic stall/spin,1
20080521X00705,Maneuvering-low-alt flying - Collision with terr/obj (non-CFIT),1
20080521X00705,Maneuvering-low-alt flying - Low altitude operation/event,1
20080523X00714,Emergency descent - Collision with terr/obj (non-CFIT),1
20080523X00714,Enroute - Loss of engine power (total),1
20080523X00714,Prior to flight - Aircraft inspection event,1
20080523X00714,Prior to flight - Aircraft maintenance event,1
20080523X00716,Maneuvering-low-alt flying - Low altitude operation/event,1
20080527X00729,Approach-VFR pattern final - Fuel exhaustion,1
20080527X00729,Approach-VFR pattern final - Loss of engine power (total),1
20080527X00729,Autorotation - Collision with terr/obj (non-CFIT),1
20080529X00747,Maneuvering - Collision with terr/obj (non-CFIT),1
20080529X00752,Landing - Loss of tail rotor effectiveness,1
20080529X00752,Landing - Windshear or thunderstorm,1
20080529X00752,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080530X00758,Initial climb - Loss of control in flight,1
20080530X00758,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080604X00790,Emergency descent - Part(s) separation from AC,1
20080604X00790,Maneuvering - Part(s) separation from AC,1
20080604X00790,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080605X00798,Approach-VFR pattern downwind - Flight control sys malf/fail,1
20080605X00798,Approach-VFR pattern downwind - Loss of control in flight,1
20080606X00808,Enroute - Controlled flight into terr/obj (CFIT),1
20080606X00808,Enroute - VFR encounter with IMC,1
20080611X00824,Approach-VFR go-around - Aerodynamic stall/spin,1
20080611X00824,Approach-VFR go-around - Loss of control in flight,1
20080611X00824,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080611X00836,Initial climb - Loss of control in flight,1
20080611X00836,Initial climb - Stall warn/stick-shaker/pusher,1
20080611X00836,Takeoff - Other weather encounter,1
20080611X00836,Uncontrolled descent - Other weather encounter,1
20080611X00838,Maneuvering-low-alt flying - Aerodynamic stall/spin,1
20080611X00838,Maneuvering-low-alt flying - Loss of control in flight,1
20080611X00838,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080612X00842,Enroute-cruise - Aerodynamic stall/spin,1
20080612X00842,Enroute-cruise - Collision with terr/obj (non-CFIT),1
20080612X00842,Enroute-cruise - Loss of control in flight,1
20080612X00842,Enroute-cruise - Loss of visual reference,1
20080612X00842,Enroute-cruise - Other weather encounter,1
20080612X00842,Prior to flight - Miscellaneous/other,1
20080612X00844,Maneuvering-low-alt flying - Abrupt maneuver,1
20080612X00844,Maneuvering-low-alt flying - Loss of control in flight,1
20080619X00884,Approach-VFR go-around - Collision with terr/obj (non-CFIT),1
20080619X00884,Approach-VFR go-around - Loss of control in flight,1
20080623X00891,Emergency descent - Collision with terr/obj (non-CFIT),1
20080623X00891,Initial climb - Loss of engine power (partial),1
20080626X00919,Maneuvering - Aerodynamic stall/spin,1
20080626X00919,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080627X00939,Enroute-cruise - Miscellaneous/other,1
20080702X00965,Emergency descent - Collision with terr/obj (non-CFIT),1
20080702X00965,Enroute-cruise - Loss of engine power (total),1
20080702X00965,Prior to flight - Aircraft maintenance event,1
20080702X00969,Takeoff - Loss of control in flight,1
20080702X00969,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080703X00978,Approach-VFR go-around - Collision with terr/obj (non-CFIT),1
20080703X00978,Landing - Loss of control in flight,1
20080709X00996,Maneuvering-low-alt flying - Aerodynamic stall/spin,1
20080709X00996,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080710X01005,Initial climb - Controlled flight into terr/obj (CFIT),1
20080710X01005,Initial climb - Loss of visual reference,1
20080710X01005,Initial climb - VFR encounter with IMC,1
20080710X01009,Maneuvering - Loss of control in flight,1
20080710X01009,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080711X01023,Maneuvering-low-alt flying - Collision with terr/obj (non-CFIT),1
20080714X01038,Enroute-cruise - Aircraft structural failure,1
20080714X01038,Enroute-cruise - Windshear or thunderstorm,1
20080714X01038,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080715X01047,Approach-VFR pattern final - Collision during takeoff/land,1
20080715X01050,Maneuvering-low-alt flying - Aerodynamic stall/spin,1
20080715X01050,Maneuvering-low-alt flying - Collision with terr/obj (non-CFIT),1
20080715X01050,Maneuvering-low-alt flying - Loss of control in flight,1
20080715X01050,Maneuvering-low-alt flying - Loss of engine power (total),1
20080715X01050,Prior to flight - Miscellaneous/other,1
20080715X01052,Unknown - Unknown or undetermined,1
20080718X01076,Approach-VFR go-around - Collision with terr/obj (non-CFIT),1
20080718X01076,Approach-VFR go-around - Loss of control in flight,1
20080718X01076,Landing-flare/touchdown - Hard landing,1
20080719X01077,Initial climb - Loss of engine power (total),1
20080719X01077,Maneuvering - Aerodynamic stall/spin,1
20080719X01077,Maneuvering - Loss of control in flight,1
20080719X01077,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080720X01084,Approach-VFR pattern final - Aerodynamic stall/spin,1
20080720X01084,Approach-VFR pattern final - Collision with terr/obj (non-CFIT),1
20080722X01097,Maneuvering-aerobatics - Loss of control in flight,1
20080722X01097,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080728X01120,Approach-VFR pattern downwind - Collision with terr/obj (non-CFIT),1
20080728X01120,Approach-VFR pattern downwind - Loss of control in flight,1
20080729X01126,Maneuvering - Collision with terr/obj (non-CFIT),1
20080729X01126,Maneuvering - Loss of control in flight,1
20080729X01126,Maneuvering - Unknown or undetermined,1
20080730X01129,Maneuvering - Loss of control in flight,1
20080730X01129,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080730X01130,Initial climb - Aerodynamic stall/spin,1
20080804X01147,Approach - Aerodynamic stall/spin,1
20080804X01147,Approach - Loss of control in flight,1
20080804X01147,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080804X01148,Maneuvering-low-alt flying - Low altitude operation/event,1
20080804X01153,Maneuvering-aerobatics - Flight control sys malf/fail,1
20080804X01153,Maneuvering-aerobatics - Loss of control in flight,1
20080804X01153,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080808X01192,Standing-engine(s) operating - AC/prop/rotor contact w person,1
20080814X01242,Enroute-cruise - Loss of control in flight,1
20080814X01242,Enroute-cruise - VFR encounter with IMC,1
20080814X01242,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080818X01258,Maneuvering - Loss of control in flight,1
20080818X01258,Post-impact - Fire/smoke (post-impact),1
20080818X01258,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080818X01259,Emergency descent - Collision with terr/obj (non-CFIT),1
20080818X01259,Initial climb - Loss of engine power (partial),1
20080819X01260,Autorotation - Collision with terr/obj (non-CFIT),1
20080819X01260,Maneuvering-low-alt flying - Fuel related,1
20080819X01260,Maneuvering-low-alt flying - Loss of engine power (total),1
20080820X01262,Enroute-cruise - Low altitude operation/event,1
20080820X01262,Maneuvering-low-alt flying - Aerodynamic stall/spin,1
20080820X01262,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080820X01265,Landing - Nose over/nose down,1
20080820X01265,Landing - Off-field or emergency landing,1
20080820X01265,Maneuvering-low-alt flying - Loss of engine power (partial),1
20080820X01265,Post-impact - Fire/smoke (post-impact),1
20080820X01267,Initial climb - Loss of engine power (total),1
20080820X01267,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080820X01269,Approach-VFR pattern base - Aerodynamic stall/spin,1
20080820X01269,Initial climb - Unknown or undetermined,1
20080820X01269,Post-impact - Fire/smoke (post-impact),1
20080821X01272,Enroute - Controlled flight into terr/obj (CFIT),1
20080825X01306,Initial climb - Collision with terr/obj (non-CFIT),1
20080826X01312,Maneuvering-low-alt flying - Collision with terr/obj (non-CFIT),1
20080826X01314,Maneuvering-low-alt flying - Collision with terr/obj (non-CFIT),1
20080826X01314,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080826X01317,Maneuvering-low-alt flying - Aerodynamic stall/spin,1
20080826X01317,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080827X01344,Maneuvering-low-alt flying - Collision with terr/obj (non-CFIT),1
20080903X01361,Initial climb - Loss of control in flight,1
20080903X01361,Maneuvering-low-alt flying - Miscellaneous/other,1
20080903X01361,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
