EVENT,SEQ,FATAL
20150331X03627,Maneuvering-low-alt flying - Loss of engine power (total),0
20150331X05631,Takeoff - Loss of tail rotor effectiveness,0
20150331X05631,Unknown - Unknown or undetermined,0
20150331X10134,Approach - Loss of control in flight,0
20150331X10134,Approach-VFR pattern base - Collision with terr/obj (non-CFIT),0
20150331X10134,Landing - Collision with terr/obj (non-CFIT),0
20150331X20505,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150331X20505,Takeoff - Loss of engine power (partial),0
20150331X22041,Initial climb - Glider tow event,0
20150331X22041,Initial climb - Loss of lift,0
20150331X22041,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20150331X34709,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150331X34709,Landing-landing roll - Dragged wing/rotor/float/other,0
20150331X34709,Landing-landing roll - Loss of control on ground,0
20150331X62747,Approach-VFR go-around - Controlled flight into terr/obj (CFIT),0
20150331X85804,Emergency descent - Collision with terr/obj (non-CFIT),0
20150331X85804,Enroute - Fuel exhaustion,0
20150401X03618,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150401X03618,Landing-landing roll - Runway excursion,0
20150401X33245,Enroute - Loss of engine power (total),0
20150402X10229,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150402X10229,Landing-landing roll - Loss of control on ground,0
20150402X10229,Landing-landing roll - Runway excursion,0
20150403X41941,Landing - Other weather encounter,0
20150403X41941,Landing-flare/touchdown - Loss of control on ground,0
20150403X41941,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150403X41941,Landing-landing roll - Landing gear collapse,0
20150403X70210,Landing-landing roll - Dynamic rollover,0
20150403X70210,Landing-landing roll - Loss of control on ground,0
20150403X70210,Maneuvering-low-alt flying - Settling with power/vortex ring state,0
20150404X20347,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150404X20347,Landing-landing roll - Landing gear collapse,0
20150404X20347,Landing-landing roll - Loss of control on ground,0
20150404X20347,Landing-landing roll - Runway excursion,0
20150405X51038,Taxi - Ground collision,0
20150405X51624,Approach - Loss of engine power (total),0
20150405X53326,Initial climb - Birdstrike,0
20150406X41451,Approach-VFR pattern final - Controlled flight into terr/obj (CFIT),0
20150406X41451,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20150406X81603,Emergency descent - Off-field or emergency landing,0
20150406X81603,Landing-landing roll - Landing area overshoot,0
20150406X81603,Takeoff - Loss of engine power (total),0
20150406X95205,Initial climb - Loss of engine power (total),0
20150406X95205,Landing - Off-field or emergency landing,0
20150407X04922,Landing - Loss of control on ground,0
20150407X11506,Maneuvering - Turbulence encounter,0
20150407X21728,Landing-flare/touchdown - Hard landing,0
20150407X21728,Landing-landing roll - Nose over/nose down,0
20150407X25105,Landing - Landing area overshoot,0
20150407X25105,Landing - Simulated/training event,0
20150407X25105,Landing-aborted after touchdown - Collision with terr/obj (non-CFIT),0
20150407X25105,Landing-aborted after touchdown - Runway excursion,0
20150407X50222,Emergency descent - Collision with terr/obj (non-CFIT),0
20150407X50222,Enroute - Fuel exhaustion,0
20150407X51700,Taxi-into takeoff position - Loss of control on ground,0
20150407X51700,Taxi-into takeoff position - Nose over/nose down,0
20150408X11229,Enroute-cruise - Loss of engine power (partial),0
20150408X32509,Emergency descent - Off-field or emergency landing,0
20150408X32509,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150408X32509,Landing-landing roll - Nose over/nose down,0
20150408X32509,Maneuvering-low-alt flying - Fuel exhaustion,0
20150408X32509,Maneuvering-low-alt flying - Loss of engine power (total),0
20150412X21537,Initial climb - Loss of engine power (total),0
20150412X21537,Initial climb - Off-field or emergency landing,0
20150412X21537,Other - Collision with terr/obj (non-CFIT),0
20150413X15532,Landing - Hard landing,0
20150413X45158,Landing-landing roll - Loss of control on ground,0
20150413X45158,Landing-landing roll - Nose over/nose down,0
20150413X45158,Landing-landing roll - Runway excursion,0
20150413X92719,Enroute-cruise - Loss of engine power (total),0
20150414X10528,Landing - Abnormal runway contact,0
20150414X10528,Landing - Other weather encounter,0
20150414X13339,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150414X13339,Landing-landing roll - Loss of control on ground,0
20150414X13339,Landing-landing roll - Runway excursion,0
20150414X13623,Takeoff - Loss of engine power (total),0
20150414X14522,Enroute-climb to cruise - Uncontained engine failure,0
20150414X35038,Takeoff - Abnormal runway contact,0
20150414X35038,Takeoff - Attempted remediation/recovery,0
20150414X35038,Takeoff - Collision with terr/obj (non-CFIT),0
20150414X35038,Takeoff - Loss of control on ground,0
20150414X53832,Landing-flare/touchdown - Hard landing,0
20150414X80139,Initial climb - Aerodynamic stall/spin,0
20150414X80139,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20150414X95014,Taxi-from runway - Ground collision,0
20150415X54513,Landing-landing roll - Runway excursion,0
20150416X23053,Landing-flare/touchdown - Hard landing,0
20150416X44654,Emergency descent - Off-field or emergency landing,0
20150416X44654,Initial climb - Loss of engine power (total),0
20150416X44654,Landing-flare/touchdown - Landing gear collapse,0
20150416X52908,Landing-landing roll - Loss of control on ground,0
20150416X53304,Autorotation - Collision with terr/obj (non-CFIT),0
20150416X53304,Enroute-climb to cruise - Sys/Comp malf/fail (non-power),0
20150416X53304,Landing-flare/touchdown - Roll over,0
20150417X02428,Maneuvering - Loss of engine power (partial),0
20150417X03828,Enroute-cruise - Other weather encounter,0
20150417X03828,Landing - Off-field or emergency landing,0
20150417X03828,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150417X03828,Landing-landing roll - Loss of control on ground,0
20150417X03828,Landing-landing roll - Nose over/nose down,0
20150417X20434,Initial climb - Loss of engine power (total),0
20150417X20434,Initial climb - Wrong fuel,0
20150417X31155,Takeoff - Collision with terr/obj (non-CFIT),0
20150417X31155,Takeoff - Loss of control on ground,0
20150417X55123,Standing-engine(s) not oper - Ground collision,0
20150420X00535,Landing-flare/touchdown - Abnormal runway contact,0
20150420X00535,Landing-flare/touchdown - Loss of control on ground,0
20150420X00535,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150420X00535,Landing-landing roll - Runway excursion,0
20150420X02310,Takeoff - Loss of engine power (total),0
20150420X05717,Landing-flare/touchdown - Loss of control on ground,0
20150420X05717,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150420X13730,Enroute - Loss of engine power (total),0
20150420X13730,Enroute - Unknown or undetermined,0
20150420X13730,Landing-landing roll - Nose over/nose down,0
20150420X64153,Prior to flight - Aircraft loading event,0
20150420X82410,Enroute-cruise - Loss of engine power (total),0
20150420X84706,Approach-IFR final approach - Loss of engine power (total),0
20150420X91520,Maneuvering-low-alt flying - Flight control sys malf/fail,0
20150420X91520,Maneuvering-low-alt flying - Loss of control in flight,0
20150420X91520,Maneuvering-low-alt flying - Off-field or emergency landing,0
20150420X95213,Landing-flare/touchdown - Abnormal runway contact,0
20150420X95213,Landing-flare/touchdown - Nose over/nose down,0
20150420X95213,Landing-flare/touchdown - Other weather encounter,0
20150420X95213,Landing-flare/touchdown - Part(s) separation from AC,0
20150421X05551,Takeoff - Collision with terr/obj (non-CFIT),0
20150421X05551,Takeoff - Loss of control in flight,0
20150421X14605,Landing-flare/touchdown - Hard landing,0
20150421X14605,Landing-flare/touchdown - Other weather encounter,0
20150421X30702,Landing-flare/touchdown - Collision with terr/obj (non-CFIT),0
20150421X30702,Landing-flare/touchdown - Hard landing,0
20150421X33923,Approach-VFR pattern base - Loss of engine power (total),0
20150421X52252,Maneuvering - Loss of engine power (partial),0
20150421X62657,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150421X62657,Landing-landing roll - Loss of control on ground,0
20150421X62657,Landing-landing roll - Runway excursion,0
20150421X91403,Enroute-descent - Uncontained engine failure,0
20150421X91403,Enroute-descent - Uncontained engine failure,0
20150422X44915,Landing - Landing area overshoot,0
20150422X44915,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150422X44915,Landing-landing roll - Runway excursion,0
20150422X71127,Approach - Birdstrike,0
20150422X80953,Takeoff - Collision with terr/obj (non-CFIT),0
20150422X80953,Takeoff - Loss of control on ground,0
20150422X80953,Takeoff - Runway excursion,0
20150422X92015,Emergency descent - Off-field or emergency landing,0
20150422X92015,Initial climb - Loss of engine power (partial),0
20150422X92015,Landing-flare/touchdown - Collision with terr/obj (non-CFIT),0
20150422X94017,Landing-flare/touchdown - Abnormal runway contact,0
20150422X94017,Landing-landing roll - Nose over/nose down,0
20150423X23403,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150423X23403,Landing-landing roll - Loss of control on ground,0
20150423X75710,Enroute-descent - Electrical system malf/failure,0
20150424X61110,Landing-flare/touchdown - Abnormal runway contact,0
20150424X61110,Landing-landing roll - Loss of control on ground,0
20150424X61110,Landing-landing roll - Runway excursion,0
20150424X91445,Landing-aborted after touchdown - Collision with terr/obj (non-CFIT),0
20150424X91445,Landing-flare/touchdown - Loss of control on ground,0
20150424X91445,Landing-landing roll - Runway excursion,0
20150428X15534,Initial climb - Loss of engine power (partial),0
20150429X22604,Enroute-climb to cruise - Fuel starvation,0
20150429X22604,Landing - Hard landing,0
20150429X22604,Landing - Off-field or emergency landing,0
20150429X23209,Takeoff - Sys/Comp malf/fail (non-power),0
20150429X55135,Enroute-descent - Loss of engine power (partial),0
20150429X60027,Landing-flare/touchdown - Landing gear not configured,0
20150429X60027,Landing-flare/touchdown - Sys/Comp malf/fail (non-power),0
20150429X95118,Enroute-descent - Inflight upset,0
20150429X95118,Enroute-descent - Loss of control in flight,0
20150429X95118,Enroute-descent - Turbulence encounter,0
20150430X00434,Approach - Loss of control in flight,0
20150430X00434,Landing-flare/touchdown - Hard landing,0
20150430X00434,Landing-landing roll - Landing gear collapse,0
20150430X00434,Landing-landing roll - Runway excursion,0
20150430X64330,Maneuvering - Aerodynamic stall/spin,0
20150430X64330,Maneuvering-aerobatics - Loss of control in flight,0
20150430X64330,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20150430X64330,Uncontrolled descent - Loss of engine power (total),0
20150430X91224,Taxi - Ground collision,0
20150430X91224,Taxi-to runway - Ground collision,0
20150501X24825,Landing - Hard landing,0
20150501X24825,Landing-flare/touchdown - Abnormal runway contact,0
20150501X25643,Takeoff - Collision during takeoff/land,0
20150501X33309,Landing-landing roll - Runway excursion,0
20150501X44241,Takeoff - Landing gear collapse,0
20150501X44241,Takeoff - Loss of control on ground,0
20150501X44241,Takeoff - Runway excursion,0
20150501X91429,Enroute-cruise - Fuel starvation,0
20150503X01951,Prior to flight - Ground collision,0
20150503X01951,Prior to flight - Miscellaneous/other,0
20150503X95142,Approach-VFR pattern downwind - Loss of engine power (partial),0
20150503X95142,Emergency descent - Controlled flight into terr/obj (CFIT),0
20150503X95142,Emergency descent - Off-field or emergency landing,0
20150504X14247,Landing-flare/touchdown - Hard landing,0
20150504X14832,Landing-landing roll - Loss of control on ground,0
20150504X14832,Landing-landing roll - Other weather encounter,0
20150504X14832,Landing-landing roll - Runway excursion,0
20150504X25436,Emergency descent - Collision with terr/obj (non-CFIT),0
20150504X25436,Initial climb - Loss of engine power (total),0
20150504X25731,Enroute-cruise - Nav system malfunction/failure,0
20150504X31324,Emergency descent - Loss of engine power (total),0
20150504X31324,Enroute - Simulated/training event,0
20150504X31324,Enroute-descent - Attempted remediation/recovery,0
20150504X31324,Landing - Collision with terr/obj (non-CFIT),0
20150504X40343,Takeoff - Collision with terr/obj (non-CFIT),0
20150504X40343,Takeoff - Loss of control on ground,0
20150504X40343,Takeoff - Other weather encounter,0
20150504X40343,Takeoff - Runway excursion,0
20150504X54010,Enroute-cruise - Fuel starvation,0
20150504X63603,Enroute-cruise - Loss of engine power (partial),0
20150504X63603,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150505X03851,Landing-flare/touchdown - Abnormal runway contact,0
20150505X03851,Landing-flare/touchdown - Collision during takeoff/land,0
20150505X03851,Landing-flare/touchdown - Landing gear not configured,0
20150505X75849,Landing-landing roll - Attempted remediation/recovery,0
20150505X75849,Landing-landing roll - Loss of control on ground,0
20150505X75849,Landing-landing roll - Runway excursion,0
20150505X85410,Initial climb - Aircraft structural failure,0
20150505X90145,Maneuvering - Collision with terr/obj (non-CFIT),0
20150505X90145,Maneuvering - Loss of control in flight,0
20150506X00432,Landing - Simulated/training event,0
20150506X00432,Landing-flare/touchdown - Tailstrike,0
20150506X00432,Landing-landing roll - Loss of control on ground,0
20150506X00432,Landing-landing roll - Roll over,0
20150506X15258,Emergency descent - Off-field or emergency landing,0
20150506X15258,Enroute-cruise - Loss of engine power (partial),0
20150506X15258,Enroute-cruise - Powerplant sys/comp malf/fail,0
20150506X15258,Landing - Collision with terr/obj (non-CFIT),0
20150506X15258,Prior to flight - Wrong fuel,0
20150506X25804,Landing-flare/touchdown - Abnormal runway contact,0
20150506X25804,Landing-flare/touchdown - Nose over/nose down,0
20150506X44421,Taxi - Ground collision,0
20150506X61506,Initial climb - Loss of engine power (partial),0
20150506X82333,Initial climb - Loss of lift,0
20150506X82333,Landing - Collision with terr/obj (non-CFIT),0
20150506X82333,Landing - Off-field or emergency landing,0
20150507X15611,Landing-flare/touchdown - Abnormal runway contact,0
20150507X15611,Landing-flare/touchdown - Hard landing,0
20150507X20449,Pushback/tow-engine not oper - Ground handling event,0
20150507X20449,Pushback/towing - Landing gear collapse,0
20150507X30300,Takeoff - Loss of control in flight,0
20150507X30300,Takeoff - Settling with power/vortex ring state,0
20150507X30300,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20150507X54223,Landing-flare/touchdown - Landing gear not configured,0
20150508X60256,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150508X60256,Landing-landing roll - Ground collision,0
20150508X60256,Landing-landing roll - Loss of control on ground,0
20150508X60256,Landing-landing roll - Runway excursion,0
20150508X60256,Taxi - Ground collision,0
20150511X55128,Initial climb - Loss of engine power (partial),0
20150511X92031,Emergency descent - Off-field or emergency landing,0
20150511X92031,Enroute-cruise - Sys/Comp malf/fail (non-power),0
20150511X95737,Maneuvering - Loss of engine power (total),0
20150512X33748,Emergency descent - Off-field or emergency landing,0
20150512X33748,Enroute-cruise - Loss of engine power (total),0
20150512X33748,Landing - Hard landing,0
20150512X51815,Initial climb - Collision during takeoff/land,0
20150512X51815,Prior to flight - Miscellaneous/other,0
20150512X84642,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150512X84642,Landing-landing roll - Loss of control on ground,0
20150512X84642,Landing-landing roll - Nose over/nose down,0
20150512X84642,Landing-landing roll - Runway excursion,0
20150513X01138,Landing-flare/touchdown - Abnormal runway contact,0
20150513X01138,Landing-flare/touchdown - Collision with terr/obj (non-CFIT),0
20150513X32917,Landing-landing roll - Loss of control on ground,0
20150513X32917,Landing-landing roll - Other weather encounter,0
20150513X32917,Landing-landing roll - Runway excursion,0
20150513X75952,Emergency descent - Off-field or emergency landing,0
20150513X75952,Maneuvering - Loss of engine power (partial),0
20150513X75952,Maneuvering - Powerplant sys/comp malf/fail,0
20150513X90237,Taxi - Ground collision,0
20150514X13321,Maneuvering-low-alt flying - Loss of engine power (total),0
20150514X14618,Landing - Abnormal runway contact,0
20150514X14618,Landing-landing roll - Loss of control on ground,0
20150514X14618,Landing-landing roll - Nose over/nose down,0
20150514X22344,Autorotation - Hard landing,0
20150514X24409,Initial climb - Sys/Comp malf/fail (non-power),0
20150514X31030,Landing - Collision with terr/obj (non-CFIT),0
20150514X31030,Landing - Landing area undershoot,0
20150514X31030,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150514X31030,Landing-landing roll - Loss of control on ground,0
20150514X40058,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150514X40058,Landing-landing roll - Loss of control on ground,0
20150514X40058,Landing-landing roll - Runway excursion,0
20150514X60500,Initial climb - Loss of engine power (total),0
20150514X71458,Landing-flare/touchdown - Ground collision,0
20150514X71721,Landing-landing roll - Loss of control on ground,0
20150514X71721,Landing-landing roll - Nose over/nose down,0
20150515X01222,Landing-flare/touchdown - Hard landing,0
20150515X01222,Landing-landing roll - Loss of control on ground,0
20150515X01222,Landing-landing roll - Runway excursion,0
20150515X42939,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150515X42939,Landing-landing roll - Runway excursion,0
20150515X50152,Landing - Attempted remediation/recovery,0
20150515X50152,Landing - Loss of control on ground,0
20150515X50152,Landing-aborted after touchdown - Runway excursion,0
20150515X50152,Landing-flare/touchdown - Abnormal runway contact,0
20150515X50152,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150515X50152,Landing-landing roll - Nose over/nose down,0
20150516X84711,Emergency descent - Loss of engine power (partial),0
20150516X84711,Initial climb - Loss of engine power (partial),0
20150516X84711,Landing - Collision with terr/obj (non-CFIT),0
20150518X01655,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150518X01655,Landing-landing roll - Loss of control on ground,0
20150518X01655,Landing-landing roll - Runway excursion,0
20150518X10336,Prior to flight - Powerplant sys/comp malf/fail,0
20150518X10336,Takeoff - Loss of engine power (partial),0
20150518X10336,Takeoff-rejected takeoff - Collision with terr/obj (non-CFIT),0
20150518X10336,Takeoff-rejected takeoff - Runway excursion,0
20150518X11429,Unknown - Unknown or undetermined,0
20150518X12459,Emergency descent - Off-field or emergency landing,0
20150518X12459,Enroute - Loss of engine power (total),0
20150518X12459,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150518X25621,Approach-IFR final approach - Flight control sys malf/fail,0
20150518X32640,Takeoff - Collision during takeoff/land,0
20150518X32640,Takeoff - Collision with terr/obj (non-CFIT),0
20150518X41251,Takeoff - Abnormal runway contact,0
20150518X41251,Takeoff - Attempted remediation/recovery,0
20150518X41251,Takeoff - Loss of control on ground,0
20150518X42323,Maneuvering - Controlled flight into terr/obj (CFIT),0
20150518X63512,Landing - Hard landing,0
20150518X63512,Landing-flare/touchdown - Loss of control in flight,0
20150518X63512,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150518X63512,Landing-landing roll - Runway excursion,0
20150519X02228,Taxi - Collision with terr/obj (non-CFIT),0
20150519X02228,Taxi - Loss of control on ground,0
20150519X12927,Enroute-descent - Loss of engine power (total),0
20150519X12927,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150519X55027,Landing-landing roll - Loss of control on ground,0
20150519X90449,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150519X90449,Landing-landing roll - Loss of control on ground,0
20150519X90449,Landing-landing roll - Runway excursion,0
20150520X11113,Approach-VFR pattern final - Collision with terr/obj (non-CFIT),0
20150520X11113,Approach-VFR pattern final - Miscellaneous/other,0
20150520X11113,Landing-flare/touchdown - Abnormal runway contact,0
20150520X20050,Approach-VFR pattern base - Loss of engine power (partial),0
20150520X20050,Landing-flare/touchdown - Collision with terr/obj (non-CFIT),0
20150520X41333,Enroute-cruise - Loss of engine power (total),0
20150520X45130,Emergency descent - Off-field or emergency landing,0
20150520X45130,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150520X45130,Maneuvering - Loss of engine power (partial),0
20150520X61427,Landing - Landing area overshoot,0
20150520X61427,Maneuvering - Aerodynamic stall/spin,0
20150520X61427,Other - Abrupt maneuver,0
20150520X61427,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20150520X71702,Enroute - Powerplant sys/comp malf/fail,0
20150520X71702,Landing - Nose over/nose down,0
20150520X84121,Landing-landing roll - Air traffic event,0
20150520X84121,Taxi - Air traffic event,0
20150520X94628,Landing-flare/touchdown - Landing gear not configured,0
20150521X33954,Landing - Hard landing,0
20150521X33954,Maneuvering-hover - Loss of control in flight,0
20150521X33954,Maneuvering-hover - Sys/Comp malf/fail (non-power),0
20150521X53507,Enroute-climb to cruise - Electrical system malf/failure,0
20150521X90444,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150521X90444,Landing-landing roll - Loss of control on ground,0
20150521X90444,Landing-landing roll - Nose over/nose down,0
20150521X90444,Landing-landing roll - Runway excursion,0
20150522X05828,Initial climb - Powerplant sys/comp malf/fail,0
20150522X35135,Landing-landing roll - Loss of control on ground,0
20150522X35135,Landing-landing roll - Nose over/nose down,0
20150522X35135,Landing-landing roll - Runway excursion,0
20150523X13659,Initial climb - Cabin safety event,0
20150526X10116,Landing - Landing gear not configured,0
20150526X21408,Maneuvering - Collision with terr/obj (non-CFIT),0
20150526X21408,Maneuvering - Loss of engine power (total),0
20150526X23720,Landing-flare/touchdown - Loss of control on ground,0
20150526X23720,Landing-flare/touchdown - Nose over/nose down,0
20150526X34102,Landing-flare/touchdown - Dragged wing/rotor/float/other,0
20150526X34102,Landing-landing roll - Loss of control on ground,0
20150526X34520,Landing-landing roll - Nose over/nose down,0
20150526X41555,Prior to flight - Preflight or dispatch event,0
20150526X41555,Takeoff-rejected takeoff - Collision with terr/obj (non-CFIT),0
20150526X41555,Takeoff-rejected takeoff - Loss of control in flight,0
20150526X72119,Initial climb - Collision with terr/obj (non-CFIT),0
20150526X72119,Initial climb - Loss of control in flight,0
20150526X72119,Prior to flight - Miscellaneous/other,0
20150526X85029,Initial climb - Fuel starvation,0
20150526X85029,Initial climb - Loss of engine power (total),0
20150526X85029,Initial climb - Off-field or emergency landing,0
20150526X85029,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150526X85029,Landing-landing roll - Nose over/nose down,0
20150527X02635,Enroute-cruise - Controlled flight into terr/obj (CFIT),0
20150527X11828,Landing-flare/touchdown - Abnormal runway contact,0
20150527X52921,Landing-landing roll - Runway excursion,0
20150527X61855,Approach - Off-field or emergency landing,0
20150527X61855,Enroute-cruise - Fuel related,0
20150527X61855,Landing - Nose over/nose down,0
20150527X61855,Prior to flight - Preflight or dispatch event,0
20150527X73811,Landing-landing roll - Loss of control on ground,0
20150527X73939,Maneuvering-low-alt flying - Aerodynamic stall/spin,0
20150527X73939,Maneuvering-low-alt flying - Collision with terr/obj (non-CFIT),0
20150527X90354,Enroute - Fuel exhaustion,0
20150528X10623,Enroute - Low altitude operation/event,0
20150528X10623,Maneuvering-low-alt flying - Collision with terr/obj (non-CFIT),0
20150528X13617,Initial climb - Miscellaneous/other,0
20150528X13617,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20150528X20204,Landing - Hard landing,0
20150528X54816,Landing-landing roll - Abnormal runway contact,0
20150528X54816,Landing-landing roll - Landing gear collapse,0
20150528X54816,Landing-landing roll - Sys/Comp malf/fail (non-power),0
20150528X55026,Landing - Loss of control on ground,0
20150528X55026,Landing - Runway excursion,0
20150528X55026,Landing-flare/touchdown - Aerodynamic stall/spin,0
20150528X55511,Taxi - Loss of control on ground,0
20150528X62240,Landing - Hard landing,0
20150528X62240,Landing - Loss of control in flight,0
20150528X62240,Landing - Loss of lift,0
20150528X62240,Landing - Other weather encounter,0
20150528X62240,Landing - Stall warn/stick-shaker/pusher,0
20150528X71717,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150528X71717,Landing-landing roll - Loss of control on ground,0
20150528X71717,Landing-landing roll - Nose over/nose down,0
20150528X71717,Landing-landing roll - Runway excursion,0
20150529X11619,Landing-landing roll - Landing gear collapse,0
20150529X12907,Landing-flare/touchdown - Hard landing,0
20150529X50010,Approach-VFR pattern crosswind - Loss of lift,0
20150529X50010,Landing-landing roll - Landing gear collapse,0
20150529X50810,Enroute-cruise - Loss of engine power (partial),0
20150529X50810,Landing - Nose over/nose down,0
20150529X71134,Autorotation - Miscellaneous/other,0
20150529X71134,Enroute-cruise - Fuel exhaustion,0
20150529X71134,Enroute-cruise - Loss of engine power (total),0
20150529X71134,Landing - Off-field or emergency landing,0
20150529X71134,Prior to flight - Preflight or dispatch event,0
20150531X02741,Approach - Loss of engine power (total),0
20150531X02741,Approach-VFR pattern final - Collision during takeoff/land,0
20150531X02741,Approach-VFR pattern final - Loss of control in flight,0
20150601X02207,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150601X02207,Landing-landing roll - Runway excursion,0
20150601X03737,Maneuvering - Loss of engine power (total),0
20150601X13437,Approach-VFR pattern final - Midair collision,0
20150601X23534,Landing - Hard landing,0
20150601X25645,Landing - Landing area overshoot,0
20150601X25645,Landing-landing roll - Collision during takeoff/land,0
20150601X40521,Takeoff - Collision with terr/obj (non-CFIT),0
20150601X40521,Takeoff - Loss of control on ground,0
20150601X40521,Takeoff - Runway excursion,0
20150601X53116,Enroute-climb to cruise - Loss of control in flight,0
20150601X93611,Initial climb - Loss of engine power (partial),0
20150601X94712,Takeoff - Loss of control in flight,0
20150601X94712,Uncontrolled descent - Collision with terr/obj (non-CFIT),0
20150601X95028,Emergency descent - Collision with terr/obj (non-CFIT),0
20150601X95028,Maneuvering-low-alt flying - Loss of engine power (total),0
20150602X03913,Landing-flare/touchdown - Abnormal runway contact,0
20150602X03913,Landing-landing roll - Loss of control on ground,0
20150602X03913,Landing-landing roll - Part(s) separation from AC,0
20150602X11035,Maneuvering - Controlled flight into terr/obj (CFIT),0
20150602X33357,Emergency descent - Off-field or emergency landing,0
20150602X33357,Enroute-cruise - Loss of engine power (total),0
20150602X33357,Landing - Collision with terr/obj (non-CFIT),0
20150602X51758,Emergency descent - Collision with terr/obj (non-CFIT),0
20150602X51758,Maneuvering - Attempted remediation/recovery,0
20150602X51758,Maneuvering - Loss of tail rotor effectiveness,0
20150602X51758,Maneuvering - Low altitude operation/event,0
20150602X63158,Landing-flare/touchdown - Landing gear collapse,0
20150602X91946,Approach-VFR pattern final - Aerodynamic stall/spin,0
20150602X91946,Landing-flare/touchdown - Hard landing,0
20150602X91946,Landing-landing roll - Nose over/nose down,0
20150602X92012,Initial climb - Loss of control in flight,0
20150603X31131,Landing - Loss of control on ground,0
20150603X31131,Landing-aborted after touchdown - Collision during takeoff/land,0
20150603X31131,Takeoff - Collision with terr/obj (non-CFIT),0
20150603X40424,Landing-landing roll - Collision with terr/obj (non-CFIT),0
20150603X40424,Landing-landing roll - Loss of control on ground,0
20150603X42135,Landing-landing roll - Landing gear collapse,0
20150603X42135,Landing-landing roll - Loss of control on ground,0
20150603X42135,Landing-landing roll - Nose over/nose down,0
20150603X42135,Landing-landing roll - Other weather encounter,0
20150603X50616,Enroute-cruise - Powerplant sys/comp malf/fail,0
20150604X20332,Initial climb - Collision with terr/obj (non-CFIT),0
20150604X20332,Takeoff - Loss of control in flight,0
20150604X51830,Enroute-cruise - Loss of engine power (total),0
20150604X72128,Maneuvering-low-alt flying - Powerplant sys/comp malf/fail,0
20150605X12418,Landing - Off-field or emergency landing,0
20150605X12418,Landing-landing roll - Abnormal runway contact,0
20150605X12418,Landing-landing roll - Nose over/nose down,0
20150605X52542,Approach-IFR initial approach - Fire/smoke (non-impact),0
20150605X54243,Enroute - Loss of engine power (total),0
20150605X64827,Landing-landing roll - Landing gear collapse,0
20150605X84653,Landing - Other weather encounter,0
20150605X84653,Landing-flare/touchdown - Abnormal runway contact,0
20150605X84653,Landing-flare/touchdown - Hard landing,0
20150605X90714,Takeoff-rejected takeoff - Loss of engine power (partial),0
20150608X02450,Approach-VFR pattern downwind - Fire/smoke (non-impact),0
20150608X03821,Initial climb - Loss of engine power (partial),0
20150608X10557,Takeoff - Aerodynamic stall/spin,0
20150608X10557,Takeoff - Collision with terr/obj (non-CFIT),0
20150608X13827,Landing-landing roll - Runway excursion,0
20150608X13827,Landing-landing roll - Wildlife encounter (non-bird),0
20150608X22816,Landing-flare/touchdown - Dynamic rollover,0
20150608X22816,Landing-flare/touchdown - Hard landing,0
20150608X22816,Maneuvering - Loss of engine power (partial),0
20150608X30936,Landing - Collision with terr/obj (non-CFIT),0
20150608X30936,Maneuvering-low-alt flying - Loss of control in flight,0
20150608X30936,Maneuvering-low-alt flying - Loss of lift,0
20150608X64926,Emergency descent - Collision with terr/obj (non-CFIT),0
